,Date,Ethereum - Tweets
1157,2019/05/17,5501
1158,2019/05/18,4450
1159,2019/05/19,4568
1160,2019/05/20,5212
1161,2019/05/21,5154
1162,2019/05/22,4842
1163,2019/05/23,4888
1164,2019/05/24,7457
1165,2019/05/25,7118
1166,2019/05/26,6179
1167,2019/05/27,6215
1168,2019/05/28,6006
1169,2019/05/29,5514
1170,2019/05/30,6116
1171,2019/05/31,5013
1172,2019/06/01,4189
1173,2019/06/02,3724
1174,2019/06/03,5160
1175,2019/06/04,5116
1176,2019/06/05,4563
1177,2019/06/06,4234
1178,2019/06/07,3814
1179,2019/06/08,3583
1180,2019/06/09,4142
1181,2019/06/10,4615
1182,2019/06/11,4973
1183,2019/06/12,7642
1184,2019/06/13,9811
1185,2019/06/14,8100
1186,2019/06/15,6299
1187,2019/06/16,8700
1188,2019/06/17,9308
1189,2019/06/18,7346
1190,2019/06/19,6837
1191,2019/06/20,6487
1192,2019/06/21,6497
1193,2019/06/22,5988
1194,2019/06/23,4915
1195,2019/06/24,6423
1196,2019/06/25,5481
1197,2019/06/26,6915
1198,2019/06/27,5920
1199,2019/06/28,5910
1200,2019/06/29,5903
1201,2019/06/30,4817
1202,2019/07/01,5281
1203,2019/07/02,5333
1204,2019/07/03,9184
1205,2019/07/04,6762
1206,2019/07/05,4967
1207,2019/07/06,4356
1208,2019/07/07,4347
1209,2019/07/08,5804
1210,2019/07/09,7138
1211,2019/07/10,8031
1212,2019/07/11,6569
1213,2019/07/12,5919
1214,2019/07/13,5733
1215,2019/07/14,5176
1216,2019/07/15,5909
1217,2019/07/16,6359
1218,2019/07/17,6507
1219,2019/07/18,5894
1220,2019/07/19,5372
1221,2019/07/20,4475
1222,2019/07/21,4397
1223,2019/07/22,5911
1224,2019/07/23,5467
1225,2019/07/24,5089
1226,2019/07/25,4969
1227,2019/07/26,5190
1228,2019/07/27,4250
1229,2019/07/28,4264
1230,2019/07/29,5350
1231,2019/07/30,7717
1232,2019/07/31,10191
1233,2019/08/01,5972
1234,2019/08/02,5265
1235,2019/08/03,4363
1236,2019/08/04,4009
1237,2019/08/05,4908
1238,2019/08/06,4725
1239,2019/08/07,4853
1240,2019/08/08,4482
1241,2019/08/09,4081
1242,2019/08/10,3650
1243,2019/08/11,3638
1244,2019/08/12,4050
1245,2019/08/13,4449
1246,2019/08/14,4277
1247,2019/08/15,4256
1248,2019/08/16,4367
1249,2019/08/17,3748
1250,2019/08/18,3685
1251,2019/08/19,4546
1252,2019/08/20,4244
1253,2019/08/21,4269
1254,2019/08/22,4324
1255,2019/08/23,4246
1256,2019/08/24,3679
1257,2019/08/25,3400
1258,2019/08/26,4377
1259,2019/08/27,4440
1260,2019/08/28,4817
1261,2019/08/29,4515
1262,2019/08/30,4258
1263,2019/08/31,3330
1264,2019/09/01,2905
1265,2019/09/02,3703
1266,2019/09/03,3571
1267,2019/09/04,3783
1268,2019/09/05,3841
1269,2019/09/06,3601
1270,2019/09/07,3396
1271,2019/09/08,3290
1272,2019/09/09,3667
1273,2019/09/10,4014
1274,2019/09/11,3854
1275,2019/09/12,4229
1276,2019/09/13,3865
1277,2019/09/14,3397
1278,2019/09/15,3606
1279,2019/09/16,4515
1280,2019/09/17,4583
1281,2019/09/18,4314
1282,2019/09/19,4520
1283,2019/09/20,4428
1284,2019/09/21,3540
1285,2019/09/22,3226
1286,2019/09/23,4044
1287,2019/09/24,4297
1288,2019/09/25,4238
1289,2019/09/26,3938
1290,2019/09/27,3882
1291,2019/09/28,3516
1292,2019/09/29,3650
1293,2019/09/30,4510
1294,2019/10/01,3797
1295,2019/10/02,3513
1296,2019/10/03,3434
1297,2019/10/04,3327
1298,2019/10/05,3532
1299,2019/10/06,3141
1300,2019/10/07,4045
1301,2019/10/08,4242
1302,2019/10/09,4426
1303,2019/10/10,4622
1304,2019/10/11,4516
1305,2019/10/12,3769
1306,2019/10/13,3706
1307,2019/10/14,4193
1308,2019/10/15,4525
1309,2019/10/16,3991
1310,2019/10/17,3714
1311,2019/10/18,3365
1312,2019/10/19,3221
1313,2019/10/20,3403
1314,2019/10/21,3275
1315,2019/10/22,3874
1316,2019/10/23,3813
1317,2019/10/24,3751
1318,2019/10/25,3962
1319,2019/10/26,3715
1320,2019/10/27,3129
1321,2019/10/28,3710
1322,2019/10/29,4693
1323,2019/10/30,4088
1324,2019/10/31,4026
1325,2019/11/01,3420
1326,2019/11/02,3428
1327,2019/11/03,3582
1328,2019/11/04,4158
1329,2019/11/05,3882
1330,2019/11/06,4159
1331,2019/11/07,3422
1332,2019/11/08,3196
1333,2019/11/09,3074
1334,2019/11/10,3065
1335,2019/11/11,3789
1336,2019/11/12,3573
1337,2019/11/13,3679
1338,2019/11/14,3658
1339,2019/11/15,4035
1340,2019/11/16,3536
1341,2019/11/17,3272
1342,2019/11/18,3759
1343,2019/11/19,5559
1344,2019/11/20,4708
1345,2019/11/21,4012
1346,2019/11/22,4443
1347,2019/11/23,3602
1348,2019/11/24,3232
1349,2019/11/25,3348
1350,2019/11/26,3539
1351,2019/11/27,4156
1352,2019/11/28,3137
1353,2019/11/29,3912
1354,2019/11/30,3119
1355,2019/12/01,3174
1356,2019/12/02,3678
1357,2019/12/03,3741
1358,2019/12/04,3638
1359,2019/12/05,3433
1360,2019/12/06,3141
1361,2019/12/07,3203
1362,2019/12/08,3404
1363,2019/12/09,3592
1364,2019/12/10,3201
1365,2019/12/11,3254
1366,2019/12/12,3032
1367,2019/12/13,3068
1368,2019/12/14,2683
1369,2019/12/15,2489
1370,2019/12/16,2995
1371,2019/12/17,2816
1372,2019/12/18,3134
1373,2019/12/19,3075
1374,2019/12/20,2523
1375,2019/12/21,2329
1376,2019/12/22,2571
1377,2019/12/23,2693
1378,2019/12/24,2466
1379,2019/12/25,2463
1380,2019/12/26,3040
1381,2019/12/27,2923
1382,2019/12/28,2605
1383,2019/12/29,2505
1384,2019/12/30,2799
1385,2019/12/31,2418
1386,2020/01/01,2161
1387,2020/01/02,3019
1388,2020/01/03,2750
1389,2020/01/04,2250
1390,2020/01/05,2321
1391,2020/01/06,2762
1392,2020/01/07,2861
1393,2020/01/08,2647
1394,2020/01/09,3260
1395,2020/01/10,3759
1396,2020/01/11,2808
1397,2020/01/12,2602
1398,2020/01/13,3126
1399,2020/01/14,3585
1400,2020/01/15,3644
1401,2020/01/16,3536
1402,2020/01/17,3482
1403,2020/01/18,3331
1404,2020/01/19,3264
1405,2020/01/20,3912
1406,2020/01/21,4214
1407,2020/01/22,3625
1408,2020/01/23,3629
1409,2020/01/24,3076
1410,2020/01/25,2930
1411,2020/01/26,2833
1412,2020/01/27,3146
1413,2020/01/28,3951
1414,2020/01/29,3844
1415,2020/01/30,3928
1416,2020/01/31,3507
1417,2020/02/01,3298
1418,2020/02/02,3924
1419,2020/02/03,4094
1420,2020/02/04,3989
1421,2020/02/05,4835
1422,2020/02/06,4277
1423,2020/02/07,4363
1424,2020/02/08,3934
1425,2020/02/09,4307
1426,2020/02/10,3940
1427,2020/02/11,4876
1428,2020/02/12,5840
1429,2020/02/13,6045
1430,2020/02/14,3995
1431,2020/02/15,3712
1432,2020/02/16,3174
1433,2020/02/17,4413
1434,2020/02/18,5403
1435,2020/02/19,4294
1436,2020/02/20,4128
1437,2020/02/21,4166
1438,2020/02/22,4822
1439,2020/02/23,4097
1440,2020/02/24,4748
1441,2020/02/25,3707
1442,2020/02/26,4174
1443,2020/02/27,4109
1444,2020/02/28,6553
1445,2020/02/29,4712
1446,2020/03/01,3433
1447,2020/03/02,4780
1448,2020/03/03,3540
1449,2020/03/04,4265
1450,2020/03/05,4149
1451,2020/03/06,3379
1452,2020/03/07,2936
1453,2020/03/08,3217
1454,2020/03/09,3012
1455,2020/03/10,3275
1456,2020/03/11,3044
1457,2020/03/12,4013
1458,2020/03/13,3492
1459,2020/03/14,2441
1460,2020/03/15,2234
1461,2020/03/16,2651
1462,2020/03/17,3001
1463,2020/03/18,2566
1464,2020/03/19,2479
1465,2020/03/20,2770
1466,2020/03/21,2575
1467,2020/03/22,2904
1468,2020/03/23,2652
1469,2020/03/24,2607
1470,2020/03/25,2713
1471,2020/03/26,2910
1472,2020/03/27,2498
1473,2020/03/28,3254
1474,2020/03/29,2748
1475,2020/03/30,2513
1476,2020/03/31,2682
1477,2020/04/01,2749
1478,2020/04/02,2575
1479,2020/04/03,2672
1480,2020/04/04,2814
1481,2020/04/05,2283
1482,2020/04/06,3413
1483,2020/04/07,4052
1484,2020/04/08,3163
1485,2020/04/09,2818
1486,2020/04/10,2801
1487,2020/04/11,3019
1488,2020/04/12,2920
1489,2020/04/13,3132
1490,2020/04/14,4488
1491,2020/04/15,3129
1492,2020/04/16,4429
1493,2020/04/17,3592
1494,2020/04/18,5103
1495,2020/04/19,5176
1496,2020/04/20,4023
1497,2020/04/21,5437
1498,2020/04/22,5296
1499,2020/04/23,5692
1500,2020/04/24,4233
1501,2020/04/25,3861
1502,2020/04/26,5986
1503,2020/04/27,4227
1504,2020/04/28,4309
1505,2020/04/29,4554
1506,2020/04/30,4570
1507,2020/05/01,6749
1508,2020/05/02,5369
1509,2020/05/03,5292
1510,2020/05/04,3923
1511,2020/05/05,4672
1512,2020/05/06,4393
1513,2020/05/07,3894
1514,2020/05/08,3870
1515,2020/05/09,4038
1516,2020/05/10,2760
1517,2020/05/11,3923
1518,2020/05/12,4661
1519,2020/05/13,4296
1520,2020/05/14,5462
1521,2020/05/15,3888
1522,2020/05/16,3445
1523,2020/05/17,3954
1524,2020/05/18,5434
1525,2020/05/19,5521
1526,2020/05/20,5284
1527,2020/05/21,5992
1528,2020/05/22,4502
1529,2020/05/23,3445
1530,2020/05/24,4564
1531,2020/05/25,5192
1532,2020/05/26,4945
1533,2020/05/27,4335
1534,2020/05/28,3474
1535,2020/05/29,5122
1536,2020/05/30,4695
1537,2020/05/31,3985
1538,2020/06/01,4614
1539,2020/06/02,4719
1540,2020/06/03,3716
1541,2020/06/04,4122
1542,2020/06/05,4207
1543,2020/06/06,4816
1544,2020/06/07,3361
1545,2020/06/08,6127
1546,2020/06/09,5477
1547,2020/06/10,5872
1548,2020/06/11,4404
1549,2020/06/12,3678
1550,2020/06/13,5230
1551,2020/06/14,5036
1552,2020/06/15,4998
1553,2020/06/16,5431
1554,2020/06/17,8035
1555,2020/06/18,5129
1556,2020/06/19,4513
1557,2020/06/20,3483
1558,2020/06/21,3878
1559,2020/06/22,5265
1560,2020/06/23,5223
1561,2020/06/24,4538
1562,2020/06/25,3298
1563,2020/06/26,3521
1564,2020/06/27,3164
1565,2020/06/28,4318
1566,2020/06/29,4349
1567,2020/06/30,3845
1568,2020/07/01,4544
1569,2020/07/02,4332
1570,2020/07/03,4064
1571,2020/07/04,4052
1572,2020/07/05,3666
1573,2020/07/06,5520
1574,2020/07/07,5571
1575,2020/07/08,5357
1576,2020/07/09,4253
1577,2020/07/10,10018
1578,2020/07/11,5952
1579,2020/07/12,5084
1580,2020/07/13,7493
1581,2020/07/14,5033
1582,2020/07/15,3792
1583,2020/07/16,4095
1584,2020/07/17,3609
1585,2020/07/18,null
1586,2020/07/19,3418
1587,2020/07/20,3521
1588,2020/07/21,4436
1589,2020/07/22,5609
1590,2020/07/23,7211
1591,2020/07/24,6596
1592,2020/07/25,7078
1593,2020/07/26,5901
1594,2020/07/27,6908
1595,2020/07/28,5404
1596,2020/07/29,7099
1597,2020/07/30,8472
1598,2020/07/31,6756
1599,2020/08/01,8828
1600,2020/08/02,12290
1601,2020/08/03,11558
1602,2020/08/04,9095
1603,2020/08/05,7857
1604,2020/08/06,10650
1605,2020/08/07,11080
1606,2020/08/08,6259
1607,2020/08/09,6486
1608,2020/08/10,6523
1609,2020/08/11,5735
1610,2020/08/12,6442
1611,2020/08/13,8445
1612,2020/08/14,8426
1613,2020/08/15,6443
1614,2020/08/16,5871
1615,2020/08/17,6165
1616,2020/08/18,5653
1617,2020/08/19,5234
1618,2020/08/20,5204
1619,2020/08/21,4887
1620,2020/08/22,5202
1621,2020/08/23,6153
1622,2020/08/24,6115
1623,2020/08/25,6068
1624,2020/08/26,7461
1625,2020/08/27,9005
1626,2020/08/28,6517
1627,2020/08/29,6138
1628,2020/08/30,5862
1629,2020/08/31,6420
1630,2020/09/01,12058
1631,2020/09/02,7617
1632,2020/09/03,6715
1633,2020/09/04,5321
1634,2020/09/05,5590
1635,2020/09/06,9573
1636,2020/09/07,9802
1637,2020/09/08,8913
1638,2020/09/09,5891
1639,2020/09/10,6306
1640,2020/09/11,7083
1641,2020/09/12,6739
1642,2020/09/13,9144
1643,2020/09/14,7276
1644,2020/09/15,8857
1645,2020/09/16,6985
1646,2020/09/17,8006
1647,2020/09/18,8422
1648,2020/09/19,8173
1649,2020/09/20,7237
1650,2020/09/21,5802
1651,2020/09/22,6579
1652,2020/09/23,6825
1653,2020/09/24,8710
1654,2020/09/25,11497
1655,2020/09/26,7610
1656,2020/09/27,6694
1657,2020/09/28,7340
1658,2020/09/29,5738
1659,2020/09/30,5677
1660,2020/10/01,8086
1661,2020/10/02,11339
1662,2020/10/03,7397
1663,2020/10/04,9397
1664,2020/10/05,8508
1665,2020/10/06,5192
1666,2020/10/07,11569
1667,2020/10/08,13049
1668,2020/10/09,14043
1669,2020/10/10,6577
1670,2020/10/11,8248
1671,2020/10/12,7241
1672,2020/10/13,8311
1673,2020/10/14,9095
1674,2020/10/15,8731
1675,2020/10/16,12522
1676,2020/10/17,15998
1677,2020/10/18,21066
1678,2020/10/19,19447
1679,2020/10/20,15321
1680,2020/10/21,8048
1681,2020/10/22,8587
1682,2020/10/23,6199
1683,2020/10/24,7755
1684,2020/10/25,9459
1685,2020/10/26,8140
1686,2020/10/27,6860
1687,2020/10/28,9320
1688,2020/10/29,8022
1689,2020/10/30,7375
1690,2020/10/31,5592
1691,2020/11/01,7593
1692,2020/11/02,11233
1693,2020/11/03,7229
1694,2020/11/04,6905
1695,2020/11/05,6444
1696,2020/11/06,7494
1697,2020/11/07,7694
1698,2020/11/08,6252
1699,2020/11/09,11813
1700,2020/11/10,8386
1701,2020/11/11,13481
1702,2020/11/12,9993
1703,2020/11/13,8850
1704,2020/11/14,10032
1705,2020/11/15,12977
1706,2020/11/16,10906
1707,2020/11/17,13800
1708,2020/11/18,6823
1709,2020/11/19,6267
1710,2020/11/20,9980
1711,2020/11/21,10578
1712,2020/11/22,9386
1713,2020/11/23,10300
1714,2020/11/24,7888
1715,2020/11/25,5570
1716,2020/11/26,6361
1717,2020/11/27,8541
1718,2020/11/28,7852
1719,2020/11/29,8112
1720,2020/11/30,11239
1721,2020/12/01,12445
1722,2020/12/02,7720
1723,2020/12/03,7394
1724,2020/12/04,6567
1725,2020/12/05,4615
1726,2020/12/06,7304
1727,2020/12/07,7295
1728,2020/12/08,8204
1729,2020/12/09,12365
1730,2020/12/10,7850
1731,2020/12/11,5867
1732,2020/12/12,5604
1733,2020/12/13,7473
1734,2020/12/14,6330
1735,2020/12/15,5034
1736,2020/12/16,12192
1737,2020/12/17,10518
1738,2020/12/18,13693
1739,2020/12/19,10850
1740,2020/12/20,8331
1741,2020/12/21,8956
1742,2020/12/22,6283
1743,2020/12/23,7519
1744,2020/12/24,6321
1745,2020/12/25,5274
1746,2020/12/26,7737
1747,2020/12/27,11866
1748,2020/12/28,11910
1749,2020/12/29,6686
1750,2020/12/30,6759
1751,2020/12/31,6848
1752,2021/01/01,6939
1753,2021/01/02,8771
1754,2021/01/03,19081
1755,2021/01/04,20818
1756,2021/01/05,12811
1757,2021/01/06,13526
1758,2021/01/07,11368
1759,2021/01/08,10659
1760,2021/01/09,9498
1761,2021/01/10,12392
1762,2021/01/11,14501
1763,2021/01/12,10584
1764,2021/01/13,9061
1765,2021/01/14,9367
1766,2021/01/15,16638
1767,2021/01/16,9089
1768,2021/01/17,9528
1769,2021/01/18,11562
1770,2021/01/19,30134
1771,2021/01/20,14704
1772,2021/01/21,14809
1773,2021/01/22,10661
1774,2021/01/23,9344
1775,2021/01/24,13600
1776,2021/01/25,18718
1777,2021/01/26,12601
1778,2021/01/27,13422
1779,2021/01/28,14092
1780,2021/01/29,14839
1781,2021/01/30,12159
1782,2021/01/31,9987
1783,2021/02/01,12505
1784,2021/02/02,23049
1785,2021/02/03,22956
1786,2021/02/04,18854
1787,2021/02/05,19705
1788,2021/02/06,16662
1789,2021/02/07,13541
1790,2021/02/08,15271
1791,2021/02/09,20495
1792,2021/02/10,15824
1793,2021/02/11,12603
1794,2021/02/12,14288
1795,2021/02/13,12381
1796,2021/02/14,12313
1797,2021/02/15,14203
1798,2021/02/16,18965
1799,2021/02/17,17016
1800,2021/02/18,17809
1801,2021/02/19,13291
1802,2021/02/20,17689
1803,2021/02/21,10868
1804,2021/02/22,15010
1805,2021/02/23,16288
1806,2021/02/24,12805
1807,2021/02/25,11221
1808,2021/02/26,12095
1809,2021/02/27,11924
1810,2021/02/28,11789
1811,2021/03/01,11864
1812,2021/03/02,11059
1813,2021/03/03,13188
1814,2021/03/04,10699
1815,2021/03/05,12095
1816,2021/03/06,9476
1817,2021/03/07,14052
1818,2021/03/08,13060
1819,2021/03/09,13572
1820,2021/03/10,12506
1821,2021/03/11,16141
1822,2021/03/12,18020
1823,2021/03/13,17682
1824,2021/03/14,14700
1825,2021/03/15,14038
1826,2021/03/16,15452
1827,2021/03/17,12552
1828,2021/03/18,15854
1829,2021/03/19,17158
1830,2021/03/20,12673
1831,2021/03/21,13575
1832,2021/03/22,20654
1833,2021/03/23,16517
1834,2021/03/24,15197
1835,2021/03/25,18323
1836,2021/03/26,15693
1837,2021/03/27,12069
1838,2021/03/28,11965
1839,2021/03/29,22005
1840,2021/03/30,15532
1841,2021/03/31,18808
1842,2021/04/01,8591
1843,2021/04/02,10781
1844,2021/04/03,34171
1845,2021/04/04,28198
1846,2021/04/05,13478
1847,2021/04/06,8368
1848,2021/04/07,32378
1849,2021/04/08,33661
1850,2021/04/09,27584
1851,2021/04/10,28165
1852,2021/04/11,22446
1853,2021/04/12,27353
1854,2021/04/13,35202
1855,2021/04/14,44170
1856,2021/04/15,34130
1857,2021/04/16,37022
1858,2021/04/17,27593
1859,2021/04/18,44299
1860,2021/04/19,34261
1861,2021/04/20,24962
1862,2021/04/21,27470
1863,2021/04/22,24889
1864,2021/04/23,16503
1865,2021/04/24,21274
1866,2021/04/25,16370
1867,2021/04/26,15942
1868,2021/04/27,19937
1869,2021/04/28,29483
1870,2021/04/29,40573
1871,2021/04/30,31070
1872,2021/05/01,32934
1873,2021/05/02,22312
1874,2021/05/03,45092
1875,2021/05/04,32641
1876,2021/05/05,24782
1877,2021/05/06,36078
1878,2021/05/07,31694
1879,2021/05/08,29966
1880,2021/05/09,21281
1881,2021/05/10,33925
1882,2021/05/11,23569
1883,2021/05/12,31930
1884,2021/05/13,25354
1885,2021/05/14,23844
1886,2021/05/15,18511
1887,2021/05/16,19008
1888,2021/05/17,23003
1889,2021/05/18,30883
1890,2021/05/19,47328
1891,2021/05/20,31240
1892,2021/05/21,29786
1893,2021/05/22,26168
1894,2021/05/23,26923
1895,2021/05/24,25170
1896,2021/05/25,23147
1897,2021/05/26,29736
1898,2021/05/27,29184
1899,2021/05/28,33173
1900,2021/05/29,28110
1901,2021/05/30,18637
1902,2021/05/31,20195
1903,2021/06/01,18813
1904,2021/06/02,18551
1905,2021/06/03,17495
1906,2021/06/04,20887
1907,2021/06/05,36725
1908,2021/06/06,27535
1909,2021/06/07,26752
1910,2021/06/08,20561
1911,2021/06/09,29360
1912,2021/06/10,26529
1913,2021/06/11,25413
1914,2021/06/12,26489
1915,2021/06/13,26452
1916,2021/06/14,37817
1917,2021/06/15,34658
1918,2021/06/16,32356
1919,2021/06/17,31273
1920,2021/06/18,22102
1921,2021/06/19,14446
1922,2021/06/20,17641
1923,2021/06/21,18085
1924,2021/06/22,20787
1925,2021/06/23,27428
1926,2021/06/24,27032
1927,2021/06/25,20816
1928,2021/06/26,20099
1929,2021/06/27,14921
1930,2021/06/28,26153
1931,2021/06/29,27967
1932,2021/06/30,23377
1933,2021/07/01,23095
1934,2021/07/02,29924
1935,2021/07/03,29342
1936,2021/07/04,20533
1937,2021/07/05,21048
1938,2021/07/06,24745
1939,2021/07/07,29445
1940,2021/07/08,31441
1941,2021/07/09,23852
1942,2021/07/10,20983
1943,2021/07/11,19809
1944,2021/07/12,25346
1945,2021/07/13,25896
1946,2021/07/14,26610
1947,2021/07/15,22549
1948,2021/07/16,17381
1949,2021/07/17,19674
1950,2021/07/18,24221
1951,2021/07/19,19768
1952,2021/07/20,26513
1953,2021/07/21,32606
1954,2021/07/22,29734
1955,2021/07/23,30862
1956,2021/07/24,30240
1957,2021/07/25,24998
1958,2021/07/26,24806
1959,2021/07/27,38559
1960,2021/07/28,26647
1961,2021/07/29,25963
1962,2021/07/30,32211
1963,2021/07/31,31256
1964,2021/08/01,31066
1965,2021/08/02,44042
1966,2021/08/03,28971
1967,2021/08/04,35914
1968,2021/08/05,59950
1969,2021/08/06,38799
1970,2021/08/07,44326
1971,2021/08/08,43105
1972,2021/08/09,42178
1973,2021/08/10,38684
1974,2021/08/11,43492
1975,2021/08/12,37591
1976,2021/08/13,31280
1977,2021/08/14,22429
1978,2021/08/15,21107
1979,2021/08/16,31044
1980,2021/08/17,19925
1981,2021/08/18,25625
1982,2021/08/19,25767
1983,2021/08/20,20393
1984,2021/08/21,22018
1985,2021/08/22,21837
1986,2021/08/23,37143
1987,2021/08/24,26620
1988,2021/08/25,27634
1989,2021/08/26,22451
1990,2021/08/27,30536
1991,2021/08/28,22253
1992,2021/08/29,25430
1993,2021/08/30,29169
1994,2021/08/31,34500
1995,2021/09/01,39148
1996,2021/09/02,29021
1997,2021/09/03,37655
1998,2021/09/04,31096
1999,2021/09/05,21893
2000,2021/09/06,28865
2001,2021/09/07,27853
2002,2021/09/08,27909
2003,2021/09/09,31098
2004,2021/09/10,27963
2005,2021/09/11,21104
2006,2021/09/12,23123
2007,2021/09/13,25019
2008,2021/09/14,25406
2009,2021/09/15,27473
2010,2021/09/16,26187
2011,2021/09/17,30198
2012,2021/09/18,26790
2013,2021/09/19,28850
2014,2021/09/20,26850
2015,2021/09/21,25071
2016,2021/09/22,19230
2017,2021/09/23,20047
2018,2021/09/24,26675
2019,2021/09/25,23237
2020,2021/09/26,20151
2021,2021/09/27,24254
2022,2021/09/28,23582
2023,2021/09/29,31290
2024,2021/09/30,33421
2025,2021/10/01,26470
2026,2021/10/02,25248
2027,2021/10/03,34828
2028,2021/10/04,24167
2029,2021/10/05,26569
2030,2021/10/06,24948
2031,2021/10/07,23773
2032,2021/10/08,25040
2033,2021/10/09,23473
2034,2021/10/10,24494
2035,2021/10/11,28262
2036,2021/10/12,25610
2037,2021/10/13,28144
2038,2021/10/14,25275
2039,2021/10/15,26085
2040,2021/10/16,25471
2041,2021/10/17,26021
2042,2021/10/18,23548
2043,2021/10/19,26728
2044,2021/10/20,36241
2045,2021/10/21,41609
2046,2021/10/22,34626
2047,2021/10/23,34507
2048,2021/10/24,62007
2049,2021/10/25,48444
2050,2021/10/26,45625
2051,2021/10/27,41943
2052,2021/10/28,38394
2053,2021/10/29,57240
2054,2021/10/30,46003
2055,2021/10/31,39931
2056,2021/11/01,38367
2057,2021/11/02,42327
2058,2021/11/03,47276
2059,2021/11/04,40981
2060,2021/11/05,41318
2061,2021/11/06,33146
2062,2021/11/07,37815
2063,2021/11/08,44826
2064,2021/11/09,57500
2065,2021/11/10,37508
2066,2021/11/11,30537
2067,2021/11/12,33639
2068,2021/11/13,39261
2069,2021/11/14,38886
2070,2021/11/15,35272
2071,2021/11/16,34724
2072,2021/11/17,44126
2073,2021/11/18,39686
2074,2021/11/19,34106
2075,2021/11/20,36876
2076,2021/11/21,39372
2077,2021/11/22,41180
2078,2021/11/23,39724
2079,2021/11/24,34887
2080,2021/11/25,38163
2081,2021/11/26,40065
2082,2021/11/27,31091
2083,2021/11/28,33963
2084,2021/11/29,41575
2085,2021/11/30,45754
2086,2021/12/01,44844
2087,2021/12/02,44400
2088,2021/12/03,40776
2089,2021/12/04,38694
2090,2021/12/05,33185
2091,2021/12/06,35847
2092,2021/12/07,45548
2093,2021/12/08,39969
2094,2021/12/09,36319
2095,2021/12/10,39261
2096,2021/12/11,37783
2097,2021/12/12,36001
2098,2021/12/13,37516
2099,2021/12/14,38018
2100,2021/12/15,34965
2101,2021/12/16,38548
2102,2021/12/17,30501
2103,2021/12/18,39046
2104,2021/12/19,41079
2105,2021/12/20,36078
2106,2021/12/21,34822
2107,2021/12/22,32137
2108,2021/12/23,31907
2109,2021/12/24,39638
2110,2021/12/25,41334
2111,2021/12/26,42335
2112,2021/12/27,38999
2113,2021/12/28,44527
2114,2021/12/29,49433
2115,2021/12/30,40164
2116,2021/12/31,32832
2117,2022/01/01,37667
2118,2022/01/02,45681
2119,2022/01/03,46736
2120,2022/01/04,38057
2121,2022/01/05,43575
2122,2022/01/06,58642
2123,2022/01/07,58591
2124,2022/01/08,49460
2125,2022/01/09,51462
2126,2022/01/10,45707
2127,2022/01/11,46960
2128,2022/01/12,46873
2129,2022/01/13,45455
2130,2022/01/14,47726
2131,2022/01/15,52578
2132,2022/01/16,43243
2133,2022/01/17,49681
2134,2022/01/18,44630
2135,2022/01/19,44660
2136,2022/01/20,49957
2137,2022/01/21,49490
2138,2022/01/22,45765
2139,2022/01/23,40948
2140,2022/01/24,46561
2141,2022/01/25,36814
2142,2022/01/26,43053
2143,2022/01/27,39414
2144,2022/01/28,39624
2145,2022/01/29,37396
2146,2022/01/30,41129
2147,2022/01/31,40648
2148,2022/02/01,38964
2149,2022/02/02,39743
2150,2022/02/03,37948
2151,2022/02/04,47796
2152,2022/02/05,40765
2153,2022/02/06,34877
2154,2022/02/07,48998
2155,2022/02/08,52218
2156,2022/02/09,47141
2157,2022/02/10,42329
2158,2022/02/11,38233
2159,2022/02/12,40379
2160,2022/02/13,38850
2161,2022/02/14,37705
2162,2022/02/15,35337
2163,2022/02/16,45770
2164,2022/02/17,45006
2165,2022/02/18,41294
2166,2022/02/19,46998
2167,2022/02/20,49753
2168,2022/02/21,43084
2169,2022/02/22,44036
2170,2022/02/23,37830
2171,2022/02/24,34526
2172,2022/02/25,34924
2173,2022/02/26,34090
2174,2022/02/27,36975
2175,2022/02/28,38798
2176,2022/03/01,34301
2177,2022/03/02,46161
2178,2022/03/03,31073
2179,2022/03/04,33378
2180,2022/03/05,32296
2181,2022/03/06,28964
2182,2022/03/07,40671
2183,2022/03/08,35826
2184,2022/03/09,40325
2185,2022/03/10,36259
2186,2022/03/11,34919
2187,2022/03/12,30516
2188,2022/03/13,27491
2189,2022/03/14,35069
2190,2022/03/15,61499
2191,2022/03/16,38710
2192,2022/03/17,37160
2193,2022/03/18,39923
2194,2022/03/19,55979
2195,2022/03/20,59433
2196,2022/03/21,68662
2197,2022/03/22,136628
2198,2022/03/23,60366
2199,2022/03/24,52420
2200,2022/03/25,58454
2201,2022/03/26,48921
2202,2022/03/27,53188
2203,2022/03/28,47041
2204,2022/03/29,82920
2205,2022/03/30,68828
2206,2022/03/31,50155
2207,2022/04/01,44681
2208,2022/04/02,40100
2209,2022/04/03,50399
2210,2022/04/04,49755
2211,2022/04/05,49055
2212,2022/04/06,37436
2213,2022/04/07,48947
2214,2022/04/08,44458
2215,2022/04/09,62837
2216,2022/04/10,48246
2217,2022/04/11,41065
2218,2022/04/12,42900
2219,2022/04/13,53138
2220,2022/04/14,62544
2221,2022/04/15,55420
2222,2022/04/16,39280
2223,2022/04/17,44452
2224,2022/04/18,50083
2225,2022/04/19,48479
2226,2022/04/20,85941
2227,2022/04/21,127737
2228,2022/04/22,102203
2229,2022/04/23,54883
2230,2022/04/24,46540
2231,2022/04/25,60010
