,Date,Bictoin - Tweets
1146,2017/05/29,41046
1147,2017/05/30,41624
1148,2017/05/31,47749
1149,2017/06/01,39409
1150,2017/06/02,35997
1151,2017/06/03,30857
1152,2017/06/04,38571
1153,2017/06/05,38632
1154,2017/06/06,51736
1155,2017/06/07,43821
1156,2017/06/08,37910
1157,2017/06/09,38824
1158,2017/06/10,34849
1159,2017/06/11,36404
1160,2017/06/12,42206
1161,2017/06/13,43501
1162,2017/06/14,41045
1163,2017/06/15,45335
1164,2017/06/16,41470
1165,2017/06/17,35393
1166,2017/06/18,33617
1167,2017/06/19,38427
1168,2017/06/20,41414
1169,2017/06/21,40215
1170,2017/06/22,37617
1171,2017/06/23,42760
1172,2017/06/24,null
1173,2017/06/25,null
1174,2017/06/26,null
1175,2017/06/27,null
1176,2017/06/28,null
1177,2017/06/29,null
1178,2017/06/30,null
1179,2017/07/01,null
1180,2017/07/02,null
1181,2017/07/03,null
1182,2017/07/04,null
1183,2017/07/05,null
1184,2017/07/06,null
1185,2017/07/07,null
1186,2017/07/08,null
1187,2017/07/09,null
1188,2017/07/10,null
1189,2017/07/11,null
1190,2017/07/12,41059
1191,2017/07/13,37788
1192,2017/07/14,36999
1193,2017/07/15,35882
1194,2017/07/16,35044
1195,2017/07/17,42841
1196,2017/07/18,38869
1197,2017/07/19,40774
1198,2017/07/20,42878
1199,2017/07/21,41888
1200,2017/07/22,36424
1201,2017/07/23,36108
1202,2017/07/24,44080
1203,2017/07/25,44885
1204,2017/07/26,47880
1205,2017/07/27,49367
1206,2017/07/28,46138
1207,2017/07/29,35823
1208,2017/07/30,37073
1209,2017/07/31,45510
1210,2017/08/01,52376
1211,2017/08/02,50050
1212,2017/08/03,47758
1213,2017/08/04,47503
1214,2017/08/05,48992
1215,2017/08/06,36187
1216,2017/08/07,46630
1217,2017/08/08,53994
1218,2017/08/09,48611
1219,2017/08/10,45181
1220,2017/08/11,49242
1221,2017/08/12,44387
1222,2017/08/13,47827
1223,2017/08/14,57531
1224,2017/08/15,65447
1225,2017/08/16,53779
1226,2017/08/17,71870
1227,2017/08/18,61067
1228,2017/08/19,51709
1229,2017/08/20,58268
1230,2017/08/21,53402
1231,2017/08/22,59244
1232,2017/08/23,59293
1233,2017/08/24,63067
1234,2017/08/25,58723
1235,2017/08/26,50258
1236,2017/08/27,47358
1237,2017/08/28,53173
1238,2017/08/29,60452
1239,2017/08/30,57072
1240,2017/08/31,58244
1241,2017/09/01,67953
1242,2017/09/02,53177
1243,2017/09/03,49077
1244,2017/09/04,77422
1245,2017/09/05,61290
1246,2017/09/06,57051
1247,2017/09/07,51603
1248,2017/09/08,57797
1249,2017/09/09,54796
1250,2017/09/10,52629
1251,2017/09/11,61659
1252,2017/09/12,64321
1253,2017/09/13,73211
1254,2017/09/14,81128
1255,2017/09/15,78373
1256,2017/09/16,64396
1257,2017/09/17,52831
1258,2017/09/18,73426
1259,2017/09/19,71751
1260,2017/09/20,59979
1261,2017/09/21,61443
1262,2017/09/22,63652
1263,2017/09/23,56876
1264,2017/09/24,55081
1265,2017/09/25,72699
1266,2017/09/26,61973
1267,2017/09/27,65959
1268,2017/09/28,70657
1269,2017/09/29,76874
1270,2017/09/30,56280
1271,2017/10/01,58917
1272,2017/10/02,66945
1273,2017/10/03,70772
1274,2017/10/04,76296
1275,2017/10/05,61290
1276,2017/10/06,68406
1277,2017/10/07,76111
1278,2017/10/08,63113
1279,2017/10/09,73002
1280,2017/10/10,79373
1281,2017/10/11,68320
1282,2017/10/12,106779
1283,2017/10/13,99372
1284,2017/10/14,83670
1285,2017/10/15,93320
1286,2017/10/16,77238
1287,2017/10/17,80151
1288,2017/10/18,71392
1289,2017/10/19,85571
1290,2017/10/20,94627
1291,2017/10/21,66998
1292,2017/10/22,74513
1293,2017/10/23,86442
1294,2017/10/24,74472
1295,2017/10/25,72426
1296,2017/10/26,67679
1297,2017/10/27,69197
1298,2017/10/28,59449
1299,2017/10/29,64396
1300,2017/10/30,73018
1301,2017/10/31,86043
1302,2017/11/01,89885
1303,2017/11/02,92923
1304,2017/11/03,77953
1305,2017/11/04,73373
1306,2017/11/05,67196
1307,2017/11/06,72577
1308,2017/11/07,64461
1309,2017/11/08,81551
1310,2017/11/09,81241
1311,2017/11/10,80481
1312,2017/11/11,68892
1313,2017/11/12,71176
1314,2017/11/13,73373
1315,2017/11/14,71630
1316,2017/11/15,79934
1317,2017/11/16,87538
1318,2017/11/17,83410
1319,2017/11/18,68192
1320,2017/11/19,72762
1321,2017/11/20,102144
1322,2017/11/21,87110
1323,2017/11/22,78405
1324,2017/11/23,75047
1325,2017/11/24,69886
1326,2017/11/25,71625
1327,2017/11/26,80943
1328,2017/11/27,98413
1329,2017/11/28,106360
1330,2017/11/29,128781
1331,2017/11/30,103190
1332,2017/12/01,105017
1333,2017/12/02,88292
1334,2017/12/03,83022
1335,2017/12/04,97945
1336,2017/12/05,103919
1337,2017/12/06,116856
1338,2017/12/07,155600
1339,2017/12/08,124260
1340,2017/12/09,114109
1341,2017/12/10,100455
1342,2017/12/11,128425
1343,2017/12/12,113215
1344,2017/12/13,98863
1345,2017/12/14,109628
1346,2017/12/15,105711
1347,2017/12/16,82782
1348,2017/12/17,84441
1349,2017/12/18,97245
1350,2017/12/19,83423
1351,2017/12/20,101169
1352,2017/12/21,105591
1353,2017/12/22,124670
1354,2017/12/23,100098
1355,2017/12/24,70864
1356,2017/12/25,64029
1357,2017/12/26,77648
1358,2017/12/27,78968
1359,2017/12/28,79968
1360,2017/12/29,77151
1361,2017/12/30,71377
1362,2017/12/31,64989
1363,2018/01/01,62044
1364,2018/01/02,77723
1365,2018/01/03,79086
1366,2018/01/04,74534
1367,2018/01/05,76404
1368,2018/01/06,62977
1369,2018/01/07,67259
1370,2018/01/08,30585
1371,2018/01/09,80932
1372,2018/01/10,82357
1373,2018/01/11,100333
1374,2018/01/12,80737
1375,2018/01/13,63396
1376,2018/01/14,65657
1377,2018/01/15,76852
1378,2018/01/16,102135
1379,2018/01/17,111394
1380,2018/01/18,100366
1381,2018/01/19,57244
1382,2018/01/20,75149
1383,2018/01/21,76295
1384,2018/01/22,93708
1385,2018/01/23,81995
1386,2018/01/24,78855
1387,2018/01/25,79509
1388,2018/01/26,73227
1389,2018/01/27,63956
1390,2018/01/28,66645
1391,2018/01/29,82322
1392,2018/01/30,84246
1393,2018/01/31,81651
1394,2018/02/01,93008
1395,2018/02/02,102640
1396,2018/02/03,76444
1397,2018/02/04,78202
1398,2018/02/05,99959
1399,2018/02/06,109734
1400,2018/02/07,95072
1401,2018/02/08,101569
1402,2018/02/09,89542
1403,2018/02/10,77570
1404,2018/02/11,75335
1405,2018/02/12,83783
1406,2018/02/13,73084
1407,2018/02/14,72888
1408,2018/02/15,74208
1409,2018/02/16,74964
1410,2018/02/17,69716
1411,2018/02/18,62968
1412,2018/02/19,69225
1413,2018/02/20,75215
1414,2018/02/21,69562
1415,2018/02/22,66124
1416,2018/02/23,62576
1417,2018/02/24,56616
1418,2018/02/25,63393
1419,2018/02/26,66533
1420,2018/02/27,64827
1421,2018/02/28,68823
1422,2018/03/01,61852
1423,2018/03/02,61317
1424,2018/03/03,null
1425,2018/03/04,null
1426,2018/03/05,null
1427,2018/03/06,null
1428,2018/03/07,null
1429,2018/03/08,null
1430,2018/03/09,null
1431,2018/03/10,null
1432,2018/03/11,null
1433,2018/03/12,null
1434,2018/03/13,null
1435,2018/03/14,null
1436,2018/03/15,null
1437,2018/03/16,null
1438,2018/03/17,null
1439,2018/03/18,null
1440,2018/03/19,null
1441,2018/03/20,null
1442,2018/03/21,null
1443,2018/03/22,null
1444,2018/03/23,null
1445,2018/03/24,null
1446,2018/03/25,null
1447,2018/03/26,null
1448,2018/03/27,null
1449,2018/03/28,null
1450,2018/03/29,null
1451,2018/03/30,null
1452,2018/03/31,null
1453,2018/04/01,null
1454,2018/04/02,null
1455,2018/04/03,null
1456,2018/04/04,null
1457,2018/04/05,null
1458,2018/04/06,null
1459,2018/04/07,52476
1460,2018/04/08,52796
1461,2018/04/09,59029
1462,2018/04/10,59044
1463,2018/04/11,61072
1464,2018/04/12,68886
1465,2018/04/13,64178
1466,2018/04/14,50026
1467,2018/04/15,52494
1468,2018/04/16,56538
1469,2018/04/17,56111
1470,2018/04/18,56720
1471,2018/04/19,57013
1472,2018/04/20,57190
1473,2018/04/21,56176
1474,2018/04/22,59404
1475,2018/04/23,59885
1476,2018/04/24,67323
1477,2018/04/25,65523
1478,2018/04/26,64330
1479,2018/04/27,55754
1480,2018/04/28,49473
1481,2018/04/29,46959
1482,2018/04/30,49151
1483,2018/05/01,49777
1484,2018/05/02,48137
1485,2018/05/03,50882
1486,2018/05/04,57751
1487,2018/05/05,50536
1488,2018/05/06,47589
1489,2018/05/07,53424
1490,2018/05/08,52302
1491,2018/05/09,54594
1492,2018/05/10,53621
1493,2018/05/11,55128
1494,2018/05/12,48718
1495,2018/05/13,46131
1496,2018/05/14,52460
1497,2018/05/15,50376
1498,2018/05/16,49167
1499,2018/05/17,47708
1500,2018/05/18,46685
1501,2018/05/19,40643
1502,2018/05/20,41628
1503,2018/05/21,44301
1504,2018/05/22,44097
1505,2018/05/23,49303
1506,2018/05/24,46043
1507,2018/05/25,42093
1508,2018/05/26,38020
1509,2018/05/27,43809
1510,2018/05/28,44801
1511,2018/05/29,46903
1512,2018/05/30,51863
1513,2018/05/31,47154
1514,2018/06/01,45316
1515,2018/06/02,41760
1516,2018/06/03,41999
1517,2018/06/04,46104
1518,2018/06/05,46860
1519,2018/06/06,45323
1520,2018/06/07,48259
1521,2018/06/08,46310
1522,2018/06/09,38889
1523,2018/06/10,40585
1524,2018/06/11,45487
1525,2018/06/12,46551
1526,2018/06/13,51652
1527,2018/06/14,47079
1528,2018/06/15,39786
1529,2018/06/16,36471
1530,2018/06/17,37164
1531,2018/06/18,46282
1532,2018/06/19,45018
1533,2018/06/20,41009
1534,2018/06/21,38835
1535,2018/06/22,41721
1536,2018/06/23,36776
1537,2018/06/24,36953
1538,2018/06/25,42286
1539,2018/06/26,43429
1540,2018/06/27,40206
1541,2018/06/28,41574
1542,2018/06/29,41392
1543,2018/06/30,35882
1544,2018/07/01,32183
1545,2018/07/02,40449
1546,2018/07/03,43042
1547,2018/07/04,40065
1548,2018/07/05,38128
1549,2018/07/06,38468
1550,2018/07/07,32273
1551,2018/07/08,31005
1552,2018/07/09,37804
1553,2018/07/10,39826
1554,2018/07/11,39901
1555,2018/07/12,39007
1556,2018/07/13,37794
1557,2018/07/14,30839
1558,2018/07/15,32485
1559,2018/07/16,41799
1560,2018/07/17,45432
1561,2018/07/18,42923
1562,2018/07/19,39629
1563,2018/07/20,38529
1564,2018/07/21,33267
1565,2018/07/22,32189
1566,2018/07/23,39877
1567,2018/07/24,48202
1568,2018/07/25,41673
1569,2018/07/26,39978
1570,2018/07/27,37373
1571,2018/07/28,31763
1572,2018/07/29,32179
1573,2018/07/30,37855
1574,2018/07/31,38962
1575,2018/08/01,39603
1576,2018/08/02,37572
1577,2018/08/03,39186
1578,2018/08/04,33342
1579,2018/08/05,30523
1580,2018/08/06,35064
1581,2018/08/07,34996
1582,2018/08/08,36169
1583,2018/08/09,34503
1584,2018/08/10,34108
1585,2018/08/11,29578
1586,2018/08/12,28188
1587,2018/08/13,31628
1588,2018/08/14,36996
1589,2018/08/15,35084
1590,2018/08/16,33037
1591,2018/08/17,32168
1592,2018/08/18,27953
1593,2018/08/19,26854
1594,2018/08/20,33467
1595,2018/08/21,33425
1596,2018/08/22,32026
1597,2018/08/23,33815
1598,2018/08/24,29804
1599,2018/08/25,26122
1600,2018/08/26,23840
1601,2018/08/27,28754
1602,2018/08/28,33359
1603,2018/08/29,31756
1604,2018/08/30,31447
1605,2018/08/31,32099
1606,2018/09/01,30166
1607,2018/09/02,29111
1608,2018/09/03,34835
1609,2018/09/04,35005
1610,2018/09/05,35456
1611,2018/09/06,37078
1612,2018/09/07,33033
1613,2018/09/08,28446
1614,2018/09/09,30519
1615,2018/09/10,33868
1616,2018/09/11,32809
1617,2018/09/12,29716
1618,2018/09/13,32269
1619,2018/09/14,31041
1620,2018/09/15,27319
1621,2018/09/16,26995
1622,2018/09/17,31037
1623,2018/09/18,30885
1624,2018/09/19,31000
1625,2018/09/20,32268
1626,2018/09/21,34302
1627,2018/09/22,27695
1628,2018/09/23,29057
1629,2018/09/24,32186
1630,2018/09/25,33771
1631,2018/09/26,32810
1632,2018/09/27,31898
1633,2018/09/28,29550
1634,2018/09/29,28728
1635,2018/09/30,27646
1636,2018/10/01,31878
1637,2018/10/02,31648
1638,2018/10/03,31711
1639,2018/10/04,34224
1640,2018/10/05,34221
1641,2018/10/06,29246
1642,2018/10/07,28503
1643,2018/10/08,37692
1644,2018/10/09,35538
1645,2018/10/10,33842
1646,2018/10/11,32278
1647,2018/10/12,28937
1648,2018/10/13,27760
1649,2018/10/14,28150
1650,2018/10/15,35275
1651,2018/10/16,35006
1652,2018/10/17,33145
1653,2018/10/18,30155
1654,2018/10/19,28097
1655,2018/10/20,23204
1656,2018/10/21,22298
1657,2018/10/22,30300
1658,2018/10/23,30702
1659,2018/10/24,29969
1660,2018/10/25,25693
1661,2018/10/26,25493
1662,2018/10/27,20631
1663,2018/10/28,20711
1664,2018/10/29,26541
1665,2018/10/30,25290
1666,2018/10/31,33944
1667,2018/11/01,31618
1668,2018/11/02,22288
1669,2018/11/03,18645
1670,2018/11/04,24207
1671,2018/11/05,23158
1672,2018/11/06,25550
1673,2018/11/07,24951
1674,2018/11/08,24614
1675,2018/11/09,25018
1676,2018/11/10,20709
1677,2018/11/11,18630
1678,2018/11/12,23212
1679,2018/11/13,25340
1680,2018/11/14,34169
1681,2018/11/15,30694
1682,2018/11/16,28077
1683,2018/11/17,23964
1684,2018/11/18,21832
1685,2018/11/19,39010
1686,2018/11/20,36659
1687,2018/11/21,30984
1688,2018/11/22,27754
1689,2018/11/23,26345
1690,2018/11/24,22902
1691,2018/11/25,26859
1692,2018/11/26,29115
1693,2018/11/27,29976
1694,2018/11/28,29142
1695,2018/11/29,28709
1696,2018/11/30,25626
1697,2018/12/01,26347
1698,2018/12/02,21596
1699,2018/12/03,27894
1700,2018/12/04,25332
1701,2018/12/05,27357
1702,2018/12/06,null
1703,2018/12/07,28638
1704,2018/12/08,22270
1705,2018/12/09,23363
1706,2018/12/10,22818
1707,2018/12/11,22603
1708,2018/12/12,21876
1709,2018/12/13,21792
1710,2018/12/14,24445
1711,2018/12/15,18577
1712,2018/12/16,19526
1713,2018/12/17,24940
1714,2018/12/18,25600
1715,2018/12/19,26446
1716,2018/12/20,24630
1717,2018/12/21,22143
1718,2018/12/22,17737
1719,2018/12/23,17701
1720,2018/12/24,21198
1721,2018/12/25,18394
1722,2018/12/26,19107
1723,2018/12/27,19522
1724,2018/12/28,20589
1725,2018/12/29,19252
1726,2018/12/30,18295
1727,2018/12/31,18611
1728,2019/01/01,17069
1729,2019/01/02,18830
1730,2019/01/03,26754
1731,2019/01/04,21139
1732,2019/01/05,20096
1733,2019/01/06,18883
1734,2019/01/07,20476
1735,2019/01/08,19387
1736,2019/01/09,21237
1737,2019/01/10,20948
1738,2019/01/11,19317
1739,2019/01/12,16138
1740,2019/01/13,16041
1741,2019/01/14,19018
1742,2019/01/15,18363
1743,2019/01/16,18790
1744,2019/01/17,21544
1745,2019/01/18,19125
1746,2019/01/19,16923
1747,2019/01/20,17285
1748,2019/01/21,18571
1749,2019/01/22,18601
1750,2019/01/23,19434
1751,2019/01/24,19994
1752,2019/01/25,17787
1753,2019/01/26,16307
1754,2019/01/27,14794
1755,2019/01/28,19069
1756,2019/01/29,19242
1757,2019/01/30,19785
1758,2019/01/31,20616
1759,2019/02/01,14658
1760,2019/02/02,15728
1761,2019/02/03,15208
1762,2019/02/04,18658
1763,2019/02/05,19792
1764,2019/02/06,20673
1765,2019/02/07,18834
1766,2019/02/08,20304
1767,2019/02/09,18400
1768,2019/02/10,15294
1769,2019/02/11,17137
1770,2019/02/12,18536
1771,2019/02/13,19037
1772,2019/02/14,20146
1773,2019/02/15,17973
1774,2019/02/16,14503
1775,2019/02/17,15013
1776,2019/02/18,20088
1777,2019/02/19,20657
1778,2019/02/20,19783
1779,2019/02/21,18673
1780,2019/02/22,18990
1781,2019/02/23,17467
1782,2019/02/24,19043
1783,2019/02/25,18557
1784,2019/02/26,18337
1785,2019/02/27,17989
1786,2019/02/28,17668
1787,2019/03/01,16498
1788,2019/03/02,14475
1789,2019/03/03,14176
1790,2019/03/04,17545
1791,2019/03/05,18838
1792,2019/03/06,18028
1793,2019/03/07,18488
1794,2019/03/08,17183
1795,2019/03/09,17366
1796,2019/03/10,15841
1797,2019/03/11,18186
1798,2019/03/12,19917
1799,2019/03/13,18492
1800,2019/03/14,20023
1801,2019/03/15,20206
1802,2019/03/16,17435
1803,2019/03/17,15347
1804,2019/03/18,18737
1805,2019/03/19,18727
1806,2019/03/20,19248
1807,2019/03/21,19423
1808,2019/03/22,16970
1809,2019/03/23,15265
1810,2019/03/24,13501
1811,2019/03/25,17740
1812,2019/03/26,17060
1813,2019/03/27,18796
1814,2019/03/28,19331
1815,2019/03/29,19794
1816,2019/03/30,16862
1817,2019/03/31,13999
1818,2019/04/01,19381
1819,2019/04/02,31271
1820,2019/04/03,27604
1821,2019/04/04,19138
1822,2019/04/05,21242
1823,2019/04/06,18512
1824,2019/04/07,18379
1825,2019/04/08,21850
1826,2019/04/09,21506
1827,2019/04/10,20630
1828,2019/04/11,19646
1829,2019/04/12,19211
1830,2019/04/13,14753
1831,2019/04/14,15018
1832,2019/04/15,21915
1833,2019/04/16,20162
1834,2019/04/17,18090
1835,2019/04/18,17682
1836,2019/04/19,18120
1837,2019/04/20,17709
1838,2019/04/21,17222
1839,2019/04/22,17408
1840,2019/04/23,22296
1841,2019/04/24,19743
1842,2019/04/25,19506
1843,2019/04/26,21070
1844,2019/04/27,16710
1845,2019/04/28,17580
1846,2019/04/29,20448
1847,2019/04/30,21581
1848,2019/05/01,20851
1849,2019/05/02,22445
1850,2019/05/03,24485
1851,2019/05/04,17068
1852,2019/05/05,16535
1853,2019/05/06,17404
1854,2019/05/07,23358
1855,2019/05/08,21963
1856,2019/05/09,23754
1857,2019/05/10,26998
1858,2019/05/11,28634
1859,2019/05/12,24282
1860,2019/05/13,30708
1861,2019/05/14,30481
1862,2019/05/15,26417
1863,2019/05/16,25357
1864,2019/05/17,24758
1865,2019/05/18,21030
1866,2019/05/19,23521
1867,2019/05/20,26986
1868,2019/05/21,26690
1869,2019/05/22,28228
1870,2019/05/23,23030
1871,2019/05/24,24832
1872,2019/05/25,21858
1873,2019/05/26,24478
1874,2019/05/27,28581
1875,2019/05/28,26446
1876,2019/05/29,25021
1877,2019/05/30,27798
1878,2019/05/31,23693
1879,2019/06/01,18033
1880,2019/06/02,17800
1881,2019/06/03,21639
1882,2019/06/04,22663
1883,2019/06/05,20976
1884,2019/06/06,18986
1885,2019/06/07,18556
1886,2019/06/08,16193
1887,2019/06/09,14067
1888,2019/06/10,16525
1889,2019/06/11,16251
1890,2019/06/12,16268
1891,2019/06/13,17035
1892,2019/06/14,18696
1893,2019/06/15,16573
1894,2019/06/16,22492
1895,2019/06/17,20646
1896,2019/06/18,21527
1897,2019/06/19,18490
1898,2019/06/20,22820
1899,2019/06/21,27828
1900,2019/06/22,39374
1901,2019/06/23,24127
1902,2019/06/24,25892
1903,2019/06/25,27019
1904,2019/06/26,41687
1905,2019/06/27,30175
1906,2019/06/28,27588
1907,2019/06/29,21149
1908,2019/06/30,17663
1909,2019/07/01,23124
1910,2019/07/02,23546
1911,2019/07/03,22563
1912,2019/07/04,19546
1913,2019/07/05,19656
1914,2019/07/06,16184
1915,2019/07/07,15820
1916,2019/07/08,21434
1917,2019/07/09,22180
1918,2019/07/10,23834
1919,2019/07/11,20230
1920,2019/07/12,31450
1921,2019/07/13,21442
1922,2019/07/14,19451
1923,2019/07/15,22735
1924,2019/07/16,22784
1925,2019/07/17,24278
1926,2019/07/18,24597
1927,2019/07/19,25759
1928,2019/07/20,21566
1929,2019/07/21,20697
1930,2019/07/22,23274
1931,2019/07/23,21610
1932,2019/07/24,22926
1933,2019/07/25,19361
1934,2019/07/26,17954
1935,2019/07/27,16400
1936,2019/07/28,14762
1937,2019/07/29,17179
1938,2019/07/30,18294
1939,2019/07/31,19647
1940,2019/08/01,19930
1941,2019/08/02,19806
1942,2019/08/03,15856
1943,2019/08/04,15514
1944,2019/08/05,24014
1945,2019/08/06,21526
1946,2019/08/07,19684
1947,2019/08/08,17352
1948,2019/08/09,17787
1949,2019/08/10,15781
1950,2019/08/11,14407
1951,2019/08/12,18156
1952,2019/08/13,18208
1953,2019/08/14,19072
1954,2019/08/15,19697
1955,2019/08/16,19352
1956,2019/08/17,15703
1957,2019/08/18,14246
1958,2019/08/19,16770
1959,2019/08/20,16596
1960,2019/08/21,18179
1961,2019/08/22,17858
1962,2019/08/23,17668
1963,2019/08/24,14618
1964,2019/08/25,14278
1965,2019/08/26,16826
1966,2019/08/27,20448
1967,2019/08/28,19033
1968,2019/08/29,17137
1969,2019/08/30,16339
1970,2019/08/31,13453
1971,2019/09/01,14620
1972,2019/09/02,17337
1973,2019/09/03,20903
1974,2019/09/04,18177
1975,2019/09/05,16187
1976,2019/09/06,18376
1977,2019/09/07,14526
1978,2019/09/08,14593
1979,2019/09/09,17004
1980,2019/09/10,18300
1981,2019/09/11,17080
1982,2019/09/12,16904
1983,2019/09/13,15885
1984,2019/09/14,13360
1985,2019/09/15,13380
1986,2019/09/16,16491
1987,2019/09/17,17082
1988,2019/09/18,18477
1989,2019/09/19,18387
1990,2019/09/20,16907
1991,2019/09/21,13899
1992,2019/09/22,14650
1993,2019/09/23,18065
1994,2019/09/24,21250
1995,2019/09/25,21772
1996,2019/09/26,19619
1997,2019/09/27,19119
1998,2019/09/28,15414
1999,2019/09/29,14229
2000,2019/09/30,17758
2001,2019/10/01,17754
2002,2019/10/02,15544
2003,2019/10/03,15626
2004,2019/10/04,14904
2005,2019/10/05,13536
2006,2019/10/06,14729
2007,2019/10/07,16843
2008,2019/10/08,16662
2009,2019/10/09,17990
2010,2019/10/10,17144
2011,2019/10/11,16759
2012,2019/10/12,14136
2013,2019/10/13,14172
2014,2019/10/14,17307
2015,2019/10/15,17552
2016,2019/10/16,17713
2017,2019/10/17,16806
2018,2019/10/18,17011
2019,2019/10/19,15757
2020,2019/10/20,13294
2021,2019/10/21,16282
2022,2019/10/22,19420
2023,2019/10/23,20329
2024,2019/10/24,17486
2025,2019/10/25,20601
2026,2019/10/26,25470
2027,2019/10/27,17460
2028,2019/10/28,18462
2029,2019/10/29,17199
2030,2019/10/30,17972
2031,2019/10/31,20869
2032,2019/11/01,17370
2033,2019/11/02,14470
2034,2019/11/03,14022
2035,2019/11/04,17953
2036,2019/11/05,18119
2037,2019/11/06,17193
2038,2019/11/07,16147
2039,2019/11/08,16463
2040,2019/11/09,13608
2041,2019/11/10,13655
2042,2019/11/11,17451
2043,2019/11/12,16739
2044,2019/11/13,17058
2045,2019/11/14,18144
2046,2019/11/15,17028
2047,2019/11/16,15041
2048,2019/11/17,14539
2049,2019/11/18,16505
2050,2019/11/19,16874
2051,2019/11/20,18338
2052,2019/11/21,21597
2053,2019/11/22,24404
2054,2019/11/23,16543
2055,2019/11/24,17253
2056,2019/11/25,22633
2057,2019/11/26,25824
2058,2019/11/27,22517
2059,2019/11/28,16332
2060,2019/11/29,16670
2061,2019/11/30,16174
2062,2019/12/01,15964
2063,2019/12/02,16129
2064,2019/12/03,16469
2065,2019/12/04,16817
2066,2019/12/05,17127
2067,2019/12/06,15697
2068,2019/12/07,13437
2069,2019/12/08,14176
2070,2019/12/09,16592
2071,2019/12/10,15197
2072,2019/12/11,14324
2073,2019/12/12,16412
2074,2019/12/13,16588
2075,2019/12/14,14114
2076,2019/12/15,14381
2077,2019/12/16,18724
2078,2019/12/17,19303
2079,2019/12/18,22374
2080,2019/12/19,21588
2081,2019/12/20,18959
2082,2019/12/21,16562
2083,2019/12/22,15978
2084,2019/12/23,16906
2085,2019/12/24,15959
2086,2019/12/25,14984
2087,2019/12/26,15205
2088,2019/12/27,14711
2089,2019/12/28,14765
2090,2019/12/29,13684
2091,2019/12/30,15568
2092,2019/12/31,13500
2093,2020/01/01,13987
2094,2020/01/02,15920
2095,2020/01/03,19730
2096,2020/01/04,16357
2097,2020/01/05,16533
2098,2020/01/06,16540
2099,2020/01/07,20950
2100,2020/01/08,20820
2101,2020/01/09,20500
2102,2020/01/10,18266
2103,2020/01/11,15900
2104,2020/01/12,14383
2105,2020/01/13,15305
2106,2020/01/14,20772
2107,2020/01/15,18142
2108,2020/01/16,18513
2109,2020/01/17,17272
2110,2020/01/18,17651
2111,2020/01/19,20557
2112,2020/01/20,18586
2113,2020/01/21,19285
2114,2020/01/22,19401
2115,2020/01/23,18546
2116,2020/01/24,16643
2117,2020/01/25,13919
2118,2020/01/26,14485
2119,2020/01/27,18223
2120,2020/01/28,20422
2121,2020/01/29,22062
2122,2020/01/30,18452
2123,2020/01/31,17685
2124,2020/02/01,15818
2125,2020/02/02,75543
2126,2020/02/03,32917
2127,2020/02/04,28537
2128,2020/02/05,34975
2129,2020/02/06,30260
2130,2020/02/07,25577
2131,2020/02/08,22495
2132,2020/02/09,38674
2133,2020/02/10,27170
2134,2020/02/11,28117
2135,2020/02/12,28341
2136,2020/02/13,26869
2137,2020/02/14,25754
2138,2020/02/15,23918
2139,2020/02/16,23996
2140,2020/02/17,25279
2141,2020/02/18,29623
2142,2020/02/19,31627
2143,2020/02/20,26789
2144,2020/02/21,23685
2145,2020/02/22,24088
2146,2020/02/23,25803
2147,2020/02/24,28829
2148,2020/02/25,27251
2149,2020/02/26,27388
2150,2020/02/27,25882
2151,2020/02/28,25289
2152,2020/02/29,22884
2153,2020/03/01,22847
2154,2020/03/02,25876
2155,2020/03/03,25782
2156,2020/03/04,27221
2157,2020/03/05,26232
2158,2020/03/06,22285
2159,2020/03/07,19205
2160,2020/03/08,19627
2161,2020/03/09,31167
2162,2020/03/10,24544
2163,2020/03/11,23550
2164,2020/03/12,44735
2165,2020/03/13,43020
2166,2020/03/14,22922
2167,2020/03/15,22102
2168,2020/03/16,27432
2169,2020/03/17,26159
2170,2020/03/18,26644
2171,2020/03/19,29033
2172,2020/03/20,28150
2173,2020/03/21,25403
2174,2020/03/22,27844
2175,2020/03/23,28657
2176,2020/03/24,31076
2177,2020/03/25,26878
2178,2020/03/26,24772
2179,2020/03/27,24128
2180,2020/03/28,20983
2181,2020/03/29,22187
2182,2020/03/30,24425
2183,2020/03/31,24944
2184,2020/04/01,27700
2185,2020/04/02,29947
2186,2020/04/03,33185
2187,2020/04/04,28502
2188,2020/04/05,25533
2189,2020/04/06,32118
2190,2020/04/07,32171
2191,2020/04/08,30033
2192,2020/04/09,29133
2193,2020/04/10,28128
2194,2020/04/11,22432
2195,2020/04/12,23749
2196,2020/04/13,26814
2197,2020/04/14,31671
2198,2020/04/15,28889
2199,2020/04/16,30583
2200,2020/04/17,28790
2201,2020/04/18,25279
2202,2020/04/19,25819
2203,2020/04/20,34822
2204,2020/04/21,32492
2205,2020/04/22,30981
2206,2020/04/23,35498
2207,2020/04/24,32567
2208,2020/04/25,33355
2209,2020/04/26,33495
2210,2020/04/27,39379
2211,2020/04/28,41546
2212,2020/04/29,48269
2213,2020/04/30,50532
2214,2020/05/01,40443
2215,2020/05/02,42783
2216,2020/05/03,43879
2217,2020/05/04,43373
2218,2020/05/05,50889
2219,2020/05/06,55866
2220,2020/05/07,59654
2221,2020/05/08,53749
2222,2020/05/09,42273
2223,2020/05/10,41923
2224,2020/05/11,82838
